final_rank,rank,player_display_name,position,season,expected_season_points,age_years,wnt_bucket,retention_multiplier,exit_rate,age_cliff_factor,dynasty_utility,dynasty_utility_vbd,match_key,consensus_player_name,consensus_position,consensus_team,consensus_age,sleeper_id,consensus_value,consensus_overall_rank,consensus_position_rank,consensus_trend_30day,consensus_position_percentile,_merge,model_rank,consensus_rank_for_corr,model_rank_matched,consensus_rank_matched,rank_divergence,rank_divergence_pct,model_utility_percentile,consensus_percentile_matched,seasons_seen,alpha,blended_percentile_within,final_dynasty_value
140,133.0,Dallas Goedert,TE,2025.0,214.9541818279916,31.017111567419576,High,0.7637426900584795,0.344,1.0,107.69531340502117,-0.6522282504400323,dallas goedert|TE,Dallas Goedert,TE,PHI,31.6,5022,1316.0,166.0,24.0,63.0,66.66666666666666,both,133.0,166.0,131.0,143.0,12.0,5.2,62.16216216216216,45.94594594594595,8.0,0.75,58.10810810810811,1412.3513513513512
141,149.0,AJ Barner,TE,2025.0,143.04617187181688,23.745379876796715,Med,0.7842767295597485,0.145,1.0,95.92055519317805,-12.426986462283153,aj barner|TE,AJ Barner,TE,SEA,24.3,11603,1413.0,154.0,19.0,60.0,73.91304347826086,both,149.0,154.0,147.0,134.0,-13.0,5.6,54.054054054054056,59.45945945945946,2.0,0.6,56.216216216216225,1406.9027027027028
142,89.0,Ben Sinnott,TE,2025.0,127.84760000000004,23.0,Rookie,1.1439730801586347,0.051,1.0,138.79524791198176,30.44770625652056,ben sinnott|TE,Ben Sinnott,TE,WAS,24.2,11596,217.0,307.0,51.0,-13.0,27.536231884057973,both,89.0,307.0,89.0,207.0,118.0,51.1,89.1891891891892,5.405405405405405,2.0,0.6,55.67567567567568,1405.345945945946
143,166.0,Tyjae Spears,RB,2025.0,143.88864951431873,24.550308008213552,Med,0.751394357731904,0.159,1.0,90.92649740423367,-19.685850002976665,tyjae spears|RB,Tyjae Spears,RB,TEN,25.2,9508,1271.0,172.0,51.0,35.0,51.92307692307693,both,166.0,172.0,162.0,147.0,-15.0,6.5,29.310344827586203,24.137931034482758,3.0,0.75,28.01724137931034,1390.3663793103449
144,139.0,Greg Dulcich,TE,2025.0,132.49405078296488,25.77138945927447,Low,0.8692640692640693,0.122,1.0,101.12129497298089,-7.226246682480308,greg dulcich|TE,Greg Dulcich,TE,MIA,26.4,8172,988.0,200.0,28.0,-14.0,60.86956521739131,both,139.0,200.0,137.0,163.0,26.0,11.3,59.45945945945946,37.83783783783784,4.0,0.75,54.054054054054056,1388.2432432432433
145,140.0,Jerry Jeudy,WR,2025.0,145.22278945333363,26.694045174537987,Med,0.8383157894736843,0.172,1.0,100.80283751903761,-18.87292506928921,jerry jeudy|WR,Jerry Jeudy,WR,CLE,27.3,6783,1093.0,197.0,83.0,-31.0,47.43589743589743,both,140.0,197.0,138.0,160.0,22.0,9.5,46.875,33.33333333333333,6.0,0.75,43.48958333333333,1386.0703124999995
146,132.0,Jake Tonges,TE,2025.0,141.8277392293626,26.527036276522928,Low,0.8692640692640693,0.122,1.0,108.24489529312027,-0.10264636234093416,jake tonges|TE,Jake Tonges,TE,SF,27.1,8698,580.0,243.0,37.0,-3.0,47.82608695652174,both,132.0,243.0,130.0,186.0,56.0,24.2,64.86486486486487,18.91891891891892,3.0,0.75,53.378378378378386,1380.702702702703
147,143.0,Kayshon Boutte,WR,2025.0,143.37960193259443,23.734428473648187,Med,0.8383157894736843,0.172,1.0,99.52343410811568,-20.15232848021114,kayshon boutte|WR,Kayshon Boutte,WR,NE,24.3,9504,1179.0,187.0,77.0,317.0,51.28205128205128,both,143.0,187.0,141.0,153.0,12.0,5.2,43.75,39.58333333333333,3.0,0.75,42.70833333333333,1369.1458333333333
148,81.0,Matthew Stafford,QB,2025.0,337.7419790526418,37.960301163586585,High,0.7911889792899409,0.25,0.71,142.2934421142879,-50.278009153392674,matthew stafford|QB,Matthew Stafford,QB,LAR,38.5,421,1476.0,141.0,23.0,-43.0,68.57142857142857,both,81.0,141.0,81.0,124.0,43.0,18.6,40.0,47.5,11.0,0.75,41.875,1325.3812500000001
149,189.0,Chris Rodriguez Jr.,RB,2025.0,129.83667303022546,26.269678302532512,Med,0.751394357731904,0.159,1.0,82.04673511848011,-28.56561228873022,chris rodriguez|RB,Chris Rodriguez,RB,JAX,26.9,10219,1370.0,160.0,49.0,19.0,53.84615384615385,both,189.0,160.0,181.0,138.0,-43.0,18.6,24.137931034482758,27.586206896551722,3.0,0.75,25.0,1323.5
150,160.0,Cade Otton,TE,2025.0,138.7877434832469,26.718685831622178,Med,0.7842767295597485,0.145,1.0,93.06503791552554,-15.282503739935663,cade otton|TE,Cade Otton,TE,TB,27.4,8111,923.0,205.0,30.0,-149.0,57.971014492753625,both,160.0,205.0,156.0,166.0,10.0,4.3,48.64864864864865,32.432432432432435,4.0,0.75,44.5945945945946,1316.3783783783783
151,172.0,Juwan Johnson,TE,2025.0,177.30711202432997,29.30321697467488,High,0.7637426900584795,0.344,1.0,88.83355902179905,-19.513982633662152,juwan johnson|TE,Juwan Johnson,TE,NO,29.9,7002,1136.0,195.0,27.0,-39.0,62.31884057971014,both,172.0,195.0,167.0,159.0,-8.0,3.5,43.24324324324324,40.54054054054054,6.0,0.75,42.56756756756757,1246.4054054054056
152,177.0,T.J. Hockenson,TE,2025.0,130.78096711222483,28.462696783025326,Med,0.7842767295597485,0.145,1.0,87.69604114499839,-20.65150051046281,tj hockenson|TE,T.J. Hockenson,TE,MIN,29.1,5844,1323.0,165.0,23.0,86.0,68.11594202898551,both,177.0,165.0,171.0,142.0,-29.0,12.6,40.54054054054054,48.64864864864865,7.0,0.75,42.567567567567565,1246.4054054054052
153,204.0,Dylan Sampson,RB,2025.0,102.10071435840213,21.300479123887747,Low,0.882062534284147,0.159,1.0,75.73979969658214,-34.8725477106282,dylan sampson|RB,Dylan Sampson,RB,CLE,21.9,12469,1238.0,177.0,54.0,-245.0,48.55769230769231,both,204.0,177.0,195.0,148.0,-47.0,20.3,17.24137931034483,22.413793103448278,1.0,0.45,20.086206896551726,1230.2879310344829
154,209.0,Tyler Allgeier,RB,2025.0,116.54135647625034,25.71663244353183,Med,0.751394357731904,0.159,1.0,73.64512338458735,-36.967224022622986,tyler allgeier|RB,Tyler Allgeier,RB,ARI,26.4,8132,1465.0,145.0,46.0,-6.0,56.730769230769226,both,209.0,145.0,200.0,127.0,-73.0,31.6,15.517241379310345,31.03448275862069,4.0,0.75,19.39655172413793,1224.7844827586207
155,203.0,Isiah Pacheco,RB,2025.0,120.02397992361777,26.819986310746064,Med,0.751394357731904,0.159,1.0,75.84587203929945,-34.766475367910886,isiah pacheco|RB,Isiah Pacheco,RB,DET,27.5,8205,1217.0,183.0,57.0,-53.0,46.15384615384615,both,203.0,183.0,194.0,151.0,-43.0,18.6,18.96551724137931,18.96551724137931,4.0,0.75,18.96551724137931,1222.6724137931035
156,147.0,Keon Coleman,WR,2025.0,139.15514766653942,22.6694045174538,Med,0.8383157894736843,0.172,1.0,96.59113278963297,-23.084629798693854,keon coleman|WR,Keon Coleman,WR,BUF,23.3,11637,1151.0,193.0,82.0,31.0,48.07692307692308,both,147.0,193.0,145.0,158.0,13.0,5.6,41.66666666666667,34.375,2.0,0.6,38.75,1178.625
157,141.0,Marquise Brown,WR,2025.0,144.69480649311691,28.580424366872005,Med,0.8383157894736843,0.172,1.0,100.43635109667999,-19.239411491646834,marquise brown|WR,Marquise Brown,WR,PHI,29.2,5848,149.0,326.0,131.0,-129.0,16.666666666666664,both,141.0,326.0,139.0,213.0,74.0,32.0,45.83333333333333,10.416666666666668,7.0,0.75,36.979166666666664,1171.78125
158,168.0,Rashid Shaheed,WR,2025.0,129.78560910339658,27.416837782340863,Med,0.8383157894736843,0.172,1.0,90.08749739628897,-29.588265192037852,rashid shaheed|WR,Rashid Shaheed,WR,SEA,28.0,8676,1370.0,161.0,66.0,-14.0,58.333333333333336,both,168.0,161.0,164.0,138.0,-26.0,11.3,33.33333333333333,43.75,4.0,0.75,35.9375,1165.84375
159,173.0,Chris Godwin Jr.,WR,2025.0,163.2900325116157,29.848049281314168,High,0.738135593220339,0.265,1.0,88.58968598597346,-31.08607660235336,chris godwin|WR,Chris Godwin,WR,TB,30.5,4037,1538.0,137.0,58.0,-41.0,63.46153846153846,both,173.0,137.0,168.0,121.0,-47.0,20.3,31.25,50.0,9.0,0.75,35.9375,1165.84375
160,182.0,Chig Okonkwo,TE,2025.0,127.1237865063297,26.31895961670089,Med,0.7842767295597485,0.145,1.0,85.24369453852273,-23.103847116938468,chig okonkwo|TE,Chig Okonkwo,TE,WAS,27.0,8210,1374.0,159.0,21.0,-116.0,71.01449275362319,both,182.0,159.0,175.0,137.0,-38.0,16.5,35.13513513513514,54.054054054054056,4.0,0.75,39.86486486486487,1163.0540540540542
161,163.0,Colby Parkinson,TE,2025.0,136.73102765475275,27.044490075290895,Med,0.7842767295597485,0.145,1.0,91.68589353464313,-16.66164812081807,colby parkinson|TE,Colby Parkinson,TE,LAR,27.6,6865,461.0,260.0,42.0,-77.0,40.57971014492754,both,163.0,260.0,159.0,192.0,33.0,14.3,45.94594594594595,13.513513513513514,6.0,0.75,37.837837837837846,1080.0000000000005
162,154.0,Theo Johnson,TE,2025.0,141.50712783541988,24.810403832991103,Med,0.7842767295597485,0.145,1.0,94.88853905107368,-13.459002604387521,theo johnson|TE,Theo Johnson,TE,NYG,25.5,11597,578.0,244.0,38.0,-77.0,46.3768115942029,both,154.0,244.0,151.0,187.0,36.0,15.6,51.35135135135135,16.216216216216218,2.0,0.6,37.29729729729729,1051.2
163,179.0,Dalton Schultz,TE,2025.0,173.06322593415388,29.516769336071185,High,0.7637426900584795,0.344,1.0,86.70730756369781,-21.64023409176339,dalton schultz|TE,Dalton Schultz,TE,HOU,30.1,5001,927.0,203.0,29.0,-130.0,59.42028985507246,both,179.0,203.0,172.0,164.0,-8.0,3.5,37.83783783783784,35.13513513513514,8.0,0.75,37.16216216216216,1043.9999999999998
164,217.0,Gunnar Helm,TE,2025.0,93.01587469891254,23.304585900068446,Low,0.8692640692640693,0.122,1.0,70.99100410180762,-37.35653755365358,gunnar helm|TE,Gunnar Helm,TE,TEN,24.0,12502,1334.0,164.0,22.0,97.0,69.56521739130434,both,217.0,164.0,207.0,141.0,-66.0,28.6,18.91891891891892,51.35135135135135,1.0,0.45,36.75675675675676,1022.4
165,165.0,Elic Ayomanor,WR,2025.0,131.4244236712361,22.584531143052704,Med,0.8383157894736843,0.172,1.0,91.22504033447115,-28.450722253855673,elic ayomanor|WR,Elic Ayomanor,WR,TEN,23.2,12499,735.0,229.0,94.0,-143.0,40.38461538461539,both,165.0,229.0,161.0,179.0,18.0,7.8,35.41666666666667,28.125,1.0,0.45,31.406250000000004,1004.5234375
166,210.0,Pat Bryant,WR,2025.0,97.020479241105,23.121149897330596,Low,0.8844155844155845,0.149,1.0,73.02126669490497,-46.65449589342185,pat bryant|WR,Pat Bryant,WR,DEN,23.7,12492,1368.0,162.0,67.0,533.0,57.692307692307686,both,210.0,162.0,201.0,140.0,-61.0,26.4,15.625,42.70833333333333,1.0,0.45,30.520833333333332,996.6249999999998
167,187.0,Hunter Henry,TE,2025.0,167.48776815728107,31.148528405201915,High,0.7637426900584795,0.344,1.0,83.9139184444423,-24.433623211018897,hunter henry|TE,Hunter Henry,TE,NE,31.7,3214,1213.0,184.0,25.0,97.0,65.21739130434783,both,187.0,184.0,179.0,152.0,-27.0,11.7,29.72972972972973,43.24324324324324,10.0,0.75,33.10810810810811,926.6756756756757
168,184.0,Mason Taylor,TE,2025.0,126.42196440026869,21.57700205338809,Med,0.7842767295597485,0.145,1.0,84.77308309062923,-23.57445856483197,mason taylor|TE,Mason Taylor,TE,NYJ,22.3,12498,792.0,219.0,32.0,27.0,55.072463768115945,both,184.0,219.0,177.0,173.0,-4.0,1.7,32.432432432432435,29.72972972972973,1.0,0.45,30.94594594594595,923.5621621621622
169,176.0,Ryan Flournoy,WR,2025.0,126.62059811272982,26.184804928131417,Med,0.8383157894736843,0.172,1.0,87.89058264317666,-31.785179945150162,ryan flournoy|WR,Ryan Flournoy,WR,DAL,26.8,11783,695.0,233.0,95.0,40.0,39.743589743589745,both,176.0,233.0,170.0,182.0,12.0,5.2,30.208333333333332,27.083333333333332,2.0,0.6,28.958333333333336,910.8020833333334
170,196.0,Malik Washington,WR,2025.0,113.90081349761296,25.201916495550993,Med,0.8383157894736843,0.172,1.0,79.06145612204753,-40.61430646627929,malik washington|WR,Malik Washington,WR,MIA,25.6,11610,1155.0,191.0,81.0,57.0,48.717948717948715,both,196.0,191.0,188.0,157.0,-31.0,13.4,23.958333333333336,35.41666666666667,2.0,0.6,28.54166666666667,899.3229166666667
171,53.0,Michael Penix Jr.,QB,2025.0,233.62774061596858,25.519507186858316,Low,0.8363636363636363,0.164,1.0,163.3525162386852,-29.21893502899536,michael penix|QB,Michael Penix,QB,ATL,26.3,11559,715.0,231.0,36.0,-226.0,50.0,both,53.0,231.0,53.0,180.0,127.0,55.0,45.0,25.0,2.0,0.6,37.0,883.48
172,194.0,Devin Neal,RB,2025.0,108.32257721628412,22.33538672142368,Low,0.882062534284147,0.159,1.0,80.35526834983163,-30.257079057378704,devin neal|RB,Devin Neal,RB,NO,23.0,12476,334.0,276.0,79.0,-108.0,25.0,both,194.0,276.0,186.0,199.0,13.0,5.6,20.689655172413794,8.620689655172415,1.0,0.45,14.051724137931036,842.5500000000001
173,85.0,J.J. McCarthy,QB,2025.0,201.08231131766087,22.951403148528406,Low,0.8363636363636363,0.164,1.0,140.59675207330847,-51.97469919437211,jj mccarthy|QB,J.J. McCarthy,QB,MIN,23.6,11565,821.0,215.0,32.0,-17.0,55.714285714285715,both,85.0,215.0,85.0,172.0,87.0,37.7,30.0,35.0,1.0,0.45,32.75,809.1700000000001
174,224.0,Travis Kelce,TE,2025.0,194.86061801220248,36.24366872005476,High,0.7637426900584795,0.344,0.71,69.31597401616645,-39.03156763929475,travis kelce|TE,Travis Kelce,TE,KC,36.9,1466,1405.0,155.0,20.0,-82.0,72.46376811594203,both,224.0,155.0,213.0,135.0,-78.0,33.8,16.216216216216218,56.75675675675676,11.0,0.75,26.351351351351354,785.8378378378378
175,199.0,Pat Freiermuth,TE,2025.0,115.37781257538798,27.208761122518823,Med,0.7842767295597485,0.145,1.0,77.36735415137738,-30.980187504083815,pat freiermuth|TE,Pat Freiermuth,TE,PIT,27.8,7600,780.0,223.0,33.0,16.0,53.62318840579711,both,199.0,223.0,191.0,175.0,-16.0,6.9,24.324324324324326,27.027027027027028,5.0,0.75,25.000000000000004,780.0
176,235.0,Isaiah Likely,TE,2025.0,97.29147801041552,25.70841889117043,Med,0.7842767295597485,0.145,1.0,65.23944307077664,-43.108098584684555,isaiah likely|TE,Isaiah Likely,TE,NYG,26.3,8131,1862.0,104.0,11.0,-8.0,85.5072463768116,both,235.0,104.0,223.0,95.0,-128.0,55.4,8.108108108108109,75.67567567567568,4.0,0.75,25.0,780.0
177,83.0,Mac Jones,QB,2025.0,200.7899970712571,27.364818617385353,Med,0.8236205057440866,0.147,1.0,141.06466937256363,-51.506781895116944,mac jones|QB,Mac Jones,QB,SF,28.0,7527,456.0,261.0,41.0,-179.0,42.857142857142854,both,83.0,261.0,83.0,193.0,110.0,47.6,35.0,20.0,5.0,0.75,31.25,778.75
178,82.0,Marcus Mariota,QB,2025.0,202.03651979451612,32.1368925393566,Med,0.8236205057440866,0.147,1.0,141.94041178198015,-50.63103948570043,marcus mariota|QB,Marcus Mariota,QB,WAS,32.8,2307,144.0,327.0,49.0,-8.0,31.428571428571427,both,82.0,327.0,82.0,214.0,132.0,57.1,37.5,12.5,11.0,0.75,31.25,778.75
179,105.0,Shedeur Sanders,QB,2025.0,182.23340930642283,23.901437371663246,Low,0.8363636363636363,0.164,1.0,127.41759978705082,-65.15385148062975,shedeur sanders|QB,Shedeur Sanders,QB,CLE,24.5,12524,904.0,208.0,30.0,68.0,58.57142857142858,both,105.0,208.0,105.0,167.0,62.0,26.8,17.5,40.0,1.0,0.45,29.875,762.37375
180,233.0,Mark Andrews,TE,2025.0,132.88842328507275,30.324435318275153,High,0.7637426900584795,0.344,1.0,66.57912059155561,-41.76842106390559,mark andrews|TE,Mark Andrews,TE,BAL,31.0,5012,1486.0,139.0,16.0,2.0,78.26086956521739,both,233.0,139.0,221.0,123.0,-98.0,42.4,10.81081081081081,64.86486486486487,8.0,0.75,24.324324324324326,760.7837837837839
181,88.0,Tua Tagovailoa,QB,2025.0,197.63826021564478,27.78097193702943,Med,0.8236205057440866,0.147,1.0,138.85042202971172,-53.72102923796885,tua tagovailoa|QB,Tua Tagovailoa,QB,ATL,28.5,6768,868.0,212.0,31.0,-3.0,57.14285714285714,both,88.0,212.0,88.0,170.0,82.0,35.5,25.0,37.5,6.0,0.75,28.125,749.59375
182,181.0,Chimere Dike,WR,2025.0,124.25242451064985,24.05201916495551,Med,0.8383157894736843,0.172,1.0,86.24677301986645,-33.428989568460366,chimere dike|WR,Chimere Dike,WR,TEN,24.7,12540,572.0,247.0,98.0,-112.0,37.82051282051282,both,181.0,247.0,174.0,188.0,14.0,6.1,29.166666666666668,26.041666666666668,1.0,0.45,27.447916666666668,747.1588541666665
183,167.0,Darius Slayton,WR,2025.0,130.37511774392806,28.971937029431896,Med,0.8383157894736843,0.172,1.0,90.49669036063881,-29.17907222768801,darius slayton|WR,Darius Slayton,WR,NYG,29.6,6149,78.0,354.0,141.0,-53.0,10.256410256410255,both,167.0,354.0,163.0,221.0,58.0,25.1,34.375,6.25,7.0,0.75,27.34375,734.0625
184,99.0,Jacoby Brissett,QB,2025.0,265.7146235242397,33.059548254620125,Med,0.8236205057440866,0.147,0.71,132.5409218773782,-60.03052939030238,jacoby brissett|QB,Jacoby Brissett,QB,ARI,33.7,3257,769.0,225.0,33.0,-20.0,54.285714285714285,both,99.0,225.0,99.0,176.0,77.0,33.3,22.5,32.5,10.0,0.75,25.0,731.5
185,200.0,Adonai Mitchell,WR,2025.0,109.69787363146139,23.236139630390145,Med,0.8383157894736843,0.172,1.0,76.14408849658882,-43.531674091738,adonai mitchell|WR,Adonai Mitchell,WR,NYJ,23.9,11625,1165.0,190.0,80.0,-48.0,49.358974358974365,both,200.0,190.0,192.0,156.0,-36.0,15.6,20.833333333333336,36.45833333333333,2.0,0.6,27.083333333333336,724.1666666666669
186,188.0,Darren Waller,TE,2025.0,172.41076775977425,33.28405201916495,Med,0.7842767295597485,0.145,0.71,82.08393700692325,-26.26360464853795,darren waller|TE,Darren Waller,TE,,33.9,2505,395.0,269.0,44.0,395.0,37.68115942028986,both,188.0,269.0,180.0,195.0,15.0,6.5,27.027027027027028,10.81081081081081,9.0,0.75,22.972972972972972,722.3513513513514
187,84.0,Spencer Rattler,QB,2025.0,200.41433108581353,25.204654346338124,Med,0.8236205057440866,0.147,1.0,140.80074587635326,-51.77070539132731,spencer rattler|QB,Spencer Rattler,QB,NO,25.9,11562,79.0,352.0,58.0,-37.0,18.571428571428573,both,84.0,352.0,84.0,220.0,136.0,58.9,32.5,10.0,2.0,0.6,23.5,718.63
188,213.0,Michael Mayer,TE,2025.0,107.36684114462516,24.49281314168378,Med,0.7842767295597485,0.145,1.0,71.99554435583785,-36.35199729962335,michael mayer|TE,Michael Mayer,TE,LV,25.1,9482,622.0,238.0,35.0,57.0,50.72463768115942,both,213.0,238.0,204.0,185.0,-19.0,8.2,21.62162162162162,21.62162162162162,3.0,0.75,21.62162162162162,683.9189189189188
189,198.0,Dontayvion Wicks,WR,2025.0,112.7154997129574,24.528405201916495,Med,0.8383157894736843,0.172,1.0,78.23869962980906,-41.43706295851776,dontayvion wicks|WR,Dontayvion Wicks,WR,PHI,25.2,9486,1171.0,189.0,79.0,407.0,50.0,both,198.0,189.0,190.0,155.0,-35.0,15.2,21.875,37.5,3.0,0.75,25.78125,632.5390625
190,164.0,Dont'e Thornton,WR,2025.0,96.51866666666662,22.0,Rookie,1.1953232462173315,0.207,1.0,91.48920772673083,-28.186554861595994,donte thornton|WR,Dont'e Thornton,WR,LV,23.7,12541,338.0,275.0,110.0,-80.0,30.128205128205128,both,164.0,275.0,160.0,198.0,38.0,16.5,36.45833333333333,20.833333333333336,0.0,0.3,25.520833333333332,602.1093749999997
191,249.0,Aaron Jones,RB,2025.0,173.31907668572026,31.066392881587955,High,0.5434400984927044,0.355,1.0,60.7516057875653,-49.86074161964503,aaron jones|RB,Aaron Jones,RB,MIN,31.7,4199,1308.0,168.0,50.0,-19.0,52.88461538461539,both,249.0,168.0,230.0,145.0,-85.0,36.8,3.4482758620689653,25.862068965517242,9.0,0.75,9.051724137931036,572.021551724138
192,159.0,Savion Williams,WR,2025.0,98.6249333333335,23.0,Rookie,1.1953232462173315,0.207,1.0,93.48571964768472,-26.1900429406421,savion williams|WR,Savion Williams,WR,GB,24.7,12482,209.0,312.0,127.0,113.0,19.230769230769234,both,159.0,312.0,155.0,208.0,53.0,22.9,39.58333333333333,13.541666666666666,1.0,0.45,25.260416666666668,571.9218750000001
193,195.0,Cooper Kupp,WR,2025.0,146.4452695893774,32.62696783025325,High,0.738135593220339,0.265,1.0,79.45090246786064,-40.224860120466175,cooper kupp|WR,Cooper Kupp,WR,SEA,33.2,4039,542.0,252.0,100.0,-38.0,36.53846153846153,both,195.0,252.0,187.0,190.0,3.0,1.3,25.0,25.0,9.0,0.75,25.0,564.5
194,186.0,Marvin Mims Jr.,WR,2025.0,121.2223829153541,23.849418206707735,Med,0.8383157894736843,0.172,1.0,84.14354396224893,-35.53221862607789,marvin mims|WR,Marvin Mims,WR,DEN,24.4,9494,316.0,284.0,113.0,-139.0,28.205128205128204,both,186.0,284.0,178.0,202.0,24.0,10.4,27.083333333333332,17.708333333333336,3.0,0.75,24.739583333333336,557.0781250000001
195,170.0,Devaughn Vele,WR,2025.0,129.37970817566907,28.0,Med,0.8383157894736843,0.172,1.0,89.80575122256124,-29.870011365765578,devaughn vele|WR,Devaughn Vele,WR,NO,28.7,11834,179.0,319.0,128.0,-19.0,18.58974358974359,both,170.0,319.0,166.0,209.0,43.0,18.6,32.29166666666667,12.5,2.0,0.6,24.375000000000004,546.6875000000001
196,222.0,Isaac Guerendo,RB,2025.0,73.81208888888882,25.0,Rookie,1.1953232462173315,0.207,1.0,69.96583942069381,-40.646507986516525,isaac guerendo|RB,Isaac Guerendo,RB,SF,26.2,11651,91.0,347.0,95.0,-20.0,9.615384615384617,both,222.0,347.0,211.0,219.0,8.0,3.5,12.068965517241379,3.4482758620689653,2.0,0.6,8.620689655172413,535.0344827586207
197,227.0,Darnell Washington,TE,2025.0,102.13929793690693,24.358658453114305,Med,0.7842767295597485,0.145,1.0,68.49018073639064,-39.85736091907056,darnell washington|TE,Darnell Washington,TE,PIT,25.0,9479,228.0,305.0,50.0,-55.0,28.985507246376812,both,227.0,305.0,216.0,206.0,-10.0,4.3,13.513513513513514,8.108108108108109,3.0,0.75,12.162162162162161,505.2702702702702
198,230.0,Devin Singletary,RB,2025.0,107.34356578749043,28.331279945242983,Med,0.751394357731904,0.159,1.0,67.83283107376829,-42.77951633344205,devin singletary|RB,Devin Singletary,RB,NYG,29.0,6130,67.0,359.0,98.0,-86.0,6.730769230769231,both,230.0,359.0,219.0,223.0,4.0,1.7,10.344827586206897,1.7241379310344827,7.0,0.75,8.189655172413794,480.9827586206899
199,151.0,Aaron Rodgers,QB,2025.0,225.63034063218535,42.105407255304584,High,0.7911889792899409,0.25,0.71,95.05989721511284,-97.51155405256773,aaron rodgers|QB,Aaron Rodgers,QB,PIT,42.7,96,737.0,228.0,35.0,32.0,51.42857142857142,both,151.0,228.0,148.0,178.0,30.0,13.0,15.0,27.500000000000004,11.0,0.75,18.125,469.06249999999994
200,244.0,DJ Giddens,RB,2025.0,101.13164444444475,22.0,Rookie,1.152967032967033,0.464,1.0,62.49837829032498,-48.11396911688536,dj giddens|RB,DJ Giddens,RB,IND,23.0,12471,554.0,250.0,74.0,-115.0,29.807692307692307,both,244.0,250.0,227.0,189.0,-38.0,16.5,5.172413793103448,10.344827586206897,1.0,0.45,8.017241379310345,459.36206896551744
201,240.0,David Njoku,TE,2025.0,128.05409393951544,29.404517453798768,High,0.7637426900584795,0.344,1.0,64.1570480850086,-44.1904935704526,david njoku|TE,David Njoku,TE,LAC,30.1,4033,701.0,232.0,34.0,-160.0,52.17391304347826,both,240.0,232.0,224.0,181.0,-43.0,18.6,5.405405405405405,24.324324324324326,9.0,0.75,10.135135135135137,437.81081081081084
202,246.0,Isaac TeSlaa,WR,2025.0,81.0294198574087,23.865845311430526,Low,0.8844155844155845,0.149,1.0,60.98579314205704,-58.68996944626978,isaac teslaa|WR,Isaac TeSlaa,WR,DET,24.5,12535,1177.0,188.0,78.0,13.0,50.641025641025635,both,246.0,188.0,228.0,154.0,-74.0,32.0,1.0416666666666665,38.54166666666667,1.0,0.45,21.66666666666667,410.5833333333334
203,103.0,Davis Mills,QB,2025.0,183.76902333811745,27.200547570157426,Low,0.8363636363636363,0.164,1.0,128.4913011180117,-64.08015014966887,davis mills|QB,Davis Mills,QB,HOU,27.8,7585,49.0,369.0,61.0,4.0,14.285714285714285,both,103.0,369.0,103.0,228.0,125.0,54.1,20.0,5.0,5.0,0.75,16.25,389.75000000000006
204,242.0,Will Shipley,RB,2025.0,66.5024888888889,23.0,Rookie,1.1953232462173315,0.207,1.0,63.03713292385758,-47.57521448335276,will shipley|RB,Will Shipley,RB,PHI,24.0,11577,116.0,338.0,93.0,32.0,11.057692307692307,both,242.0,338.0,225.0,217.0,-8.0,3.5,8.620689655172415,5.172413793103448,2.0,0.6,7.241379310344827,362.06896551724134
205,206.0,Darnell Mooney,WR,2025.0,107.89180531086849,28.177960301163587,Med,0.8383157894736843,0.172,1.0,74.89045046805123,-44.78531212027559,darnell mooney|WR,Darnell Mooney,WR,NYG,28.8,7090,426.0,264.0,104.0,-115.0,33.97435897435898,both,206.0,264.0,197.0,194.0,-3.0,1.3,18.75,22.916666666666664,6.0,0.75,19.791666666666664,336.02083333333326
206,208.0,Calvin Ridley,WR,2025.0,136.34275722411058,30.902121834360027,High,0.738135593220339,0.265,1.0,73.96998985891291,-45.70577272941391,calvin ridley|WR,Calvin Ridley,WR,TEN,31.7,4981,537.0,253.0,101.0,-100.0,35.8974358974359,both,208.0,253.0,199.0,191.0,-8.0,3.5,16.666666666666664,23.958333333333336,7.0,0.75,18.489583333333332,326.6953125
207,234.0,Tory Horton,WR,2025.0,105.79931111111112,22.0,Rookie,1.152967032967033,0.464,1.0,65.38295115244934,-54.29281143587748,tory horton|WR,Tory Horton,WR,SEA,23.7,12497,997.0,199.0,85.0,-61.0,46.15384615384615,both,234.0,199.0,222.0,162.0,-60.0,26.0,2.083333333333333,31.25,1.0,0.45,18.125,325.65625
208,243.0,Kendre Miller,RB,2025.0,84.58411110299102,23.351129363449694,Low,0.882062534284147,0.159,1.0,62.745727811127615,-47.86661959608272,kendre miller|RB,Kendre Miller,RB,NO,24.2,9757,156.0,324.0,92.0,10.0,12.5,both,243.0,324.0,226.0,211.0,-15.0,6.5,6.896551724137931,6.896551724137931,3.0,0.75,6.896551724137931,321.7241379310345
209,207.0,Tyquan Thornton,WR,2025.0,107.14550566560645,25.347022587268995,Med,0.8383157894736843,0.172,1.0,74.37242487327336,-45.30333771505346,tyquan thornton|WR,Tyquan Thornton,WR,KC,26.0,8188,313.0,285.0,114.0,44.0,27.564102564102566,both,207.0,285.0,198.0,203.0,5.0,2.2,17.708333333333336,16.666666666666664,4.0,0.75,17.447916666666668,321.1796875
